HOUSEHOLD_ID,MEMBER_ID,LINE_NUMBER,A01_LAST_NAME,A01_FIRST_NAME,A01_SUFFIX,A01_MIDDLE_NAME,A02_RELATION_TO_HH_HEAD,A05_SEX,A07_AGE,A09_MARITAL_STATUS,A17_SOLO_PARENT,A18_SOLO_PARENT_ID,A19_SENIOR_CITIZEN_ID,A20_A_SEEING,A20_B_HEARING,A20_C_WALKING,A20_D_REMEMBERING,A20_E_SELF_CARING,A20_F_COMMUNICATING,B06_OFI,C01_SIMPLE_LITERACY,C02_HGC_LEVEL,C03_CURRENTLY_ATTENDING_SCHOOL,C05_CURRENT_GRADE_LEVEL,C06_REASON_NOT_ATTENDING_SCHOOL,C07_TVET_GRADUATE,C08_TVET_CURRENTLY_ATTENDING,E01_WORK_PAST_WEEK,E03_JOB_OR_BUSINESS_PAST_WEEK,E11_NATURE_OF_EMPLOYMENT,E12_NUMBER_OF_HOURS_WORKED,E13_NUMBER_OF_DAYS_WORKED,E14_TOTAL_NUMBER_OF_HOURS_WORKED,E15_WANT_MORE_HOURS,E16_LOOKING_FOR_ADDITIONAL_WORK,E18_CLASS_OF_WORKER,E19_BASIS_OF_PAYMENT,E24_REASON_MORE_OR_LESS_HOURS,E25_TRY_LOOK_FOR_WORK_OR_DO_BUSINESS,E29_REASON_NOT_LOOKING_FOR_WORK,E31_AVAILABLE_FOR_WORK,E32_WILLING_TO_WORK,E39_OWNERSHIP_OF_AGRI_LAND,E40_LAND_USED_IN_AGRI_ACTIVITY
HH000032,HH000032-M02,02,Castro,Angela,,Flores,02,2,31,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,3,6,6,35,1,1,3,,23,,,,,2,
HH000032,HH000032-M03,03,Castro,John,,Rivera,03,1,7,1,,,,1,1,1,1,1,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
HH000032,HH000032-M04,04,Castro,Juan,,Bautista,03,1,5,1,,,,1,1,1,1,1,1,,1,0,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000032,HH000032-M05,05,Castro,Lance,,Mendoza,03,1,4,1,,,,,,,,,,,,,1,00002000,,,,,,,,,,,,,,,,,,,,
HH000033,HH000033-M01,01,Corpuz,Patricia,,Domingo,01,2,25,6,1,2,,1,1,1,1,2,1,7,2,3,,,,2,2,1,,3,8,5,38,1,2,0,3,99,,,,,2,
HH000033,HH000033-M02,02,Corpuz,Rose,,Torres,04,2,3,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000033,HH000033-M03,03,Corpuz,Miguel,Jr.,Ramos,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000034,HH000034-M01,01,Aquino,Joshua,,Valdez,01,1,25,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,1,,2,2,2,
HH000034,HH000034-M02,02,Aquino,Nicole,,Rivera,02,2,20,2,2,,,1,1,3,1,1,1,7,1,6,1,00034012,,2,2,1,,2,8,4,30,2,2,5,3,30,,,,,2,
HH000034,HH000034-M03,03,Aquino,Jasmine,,Santos,04,2,5,1,,,,1,1,1,1,1,1,,1,1,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000034,HH000034-M04,04,Aquino,Nicole,,Cruz,04,2,3,1,,,,,,,,,,,,,1,00001000,,,,,,,,,,,,,,,,,,,,
HH000035,HH000035-M01,01,Reyes,Ana,,Fernandez,01,2,41,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,2,10,5,49,1,2,1,3,13,,,,,2,
HH000035,HH000035-M02,02,Reyes,Lance,,Soriano,02,1,44,2,2,,,1,3,1,1,1,1,7,1,4,,,,2,2,2,2,,,,,,,,,,2,10,,,1,2
HH000035,HH000035-M03,03,Reyes,Maria,,Rivera,04,2,19,1,2,,,2,1,1,1,1,1,7,1,6,1,00034012,,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000035,HH000035-M04,04,Reyes,Michelle,,Reyes,16,2,35,2,2,,,1,1,2,1,1,2,7,1,4,,,,2,2,1,,1,8,5,42,2,2,3,,,,,,,2,
HH000035,HH000035-M05,05,Reyes,Patricia,,Aquino,16,2,30,1,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,3,8,5,38,1,1,2,3,23,,,,,2,
HH000036,HH000036-M01,01,Flores,Daniel,Jr.,Ramos,01,1,33,2,2,,,1,1,1,1,1,2,7,1,6,,,,2,2,1,,2,6,6,37,2,2,0,1,29,,,,,2,
HH000036,HH000036-M02,02,Flores,Grace,,Reyes,02,2,33,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,7,5,35,1,2,1,3,20,,,,,2,
HH000036,HH000036-M03,03,Flores,Rommel,Jr.,Mendoza,03,1,11,1,2,,,1,1,3,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000036,HH000036-M04,04,Flores,Maria,,Garcia,04,2,5,1,,,,1,1,1,1,1,1,,2,0,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000036,HH000036-M05,05,Flores,Rose,,Domingo,12,2,69,2,2,,1,1,1,1,1,1,2,7,1,1,,,,2,2,1,,1,6,4,24,2,2,1,3,28,,,,,1,1
HH000036,HH000036-M06,06,Flores,Joy,,Cruz,16,2,37,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,2,8,6,48,1,2,1,3,,,,,,2,
HH000036,HH000036-M07,07,Flores,Rose,,Bautista,12,2,78,2,2,,1,1,1,3,1,2,2,7,1,1,,,,2,2,2,2,,,,,,,,,,2,01,1,1,2,
HH000037,HH000037-M01,01,Corpuz,Maria,,Aquino,01,2,48,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,6,48,2,2,1,1,,,,,,2,
HH000037,HH000037-M02,02,Corpuz,Hanson,,Castillo,02,1,47,2,2,,,2,1,1,3,1,1,7,1,6,,,,2,2,1,,1,12,5,59,2,2,2,4,12,,,,,2,
HH000037,HH000037-M03,03,Corpuz,Joy,,Ramos,04,2,24,2,2,,,1,1,1,1,1,1,7,1,3,2,,02,2,2,2,2,,,,,,,,,,1,,2,2,2,
HH000037,HH000037-M04,04,Corpuz,Andrea,,Aguilar,04,2,10,1,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000037,HH000037-M05,05,Corpuz,Mark,,Reyes,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000038,HH000038-M01,01,Abad,Vincent,,Soriano,01,1,34,2,2,,,1,1,2,1,1,1,7,1,6,,,,2,2,1,,1,8,4,32,1,2,1,3,28,,,,,2,
HH000038,HH000038-M02,02,Abad,Maria,,Soriano,02,2,30,2,2,,,1,1,1,1,1,1,7,1,6,,,,1,2,2,3,,,,,,,,,,1,,1,1,2,
HH000039,HH000039-M01,01,Rivera,Jose,Jr.,Cruz,01,1,47,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,10,6,58,2,2,1,2,11,,,,,1,1
HH000039,HH000039-M02,02,Rivera,Kristine,,Santos,02,2,52,2,2,,,1,2,1,1,1,1,7,1,6,,,,2,2,1,,3,7,3,21,2,2,3,,28,,,,,2,
HH000039,HH000039-M03,03,Rivera,Vincent,Jr.,Diaz,03,1,23,1,2,,,1,2,1,1,1,1,7,1,6,2,,06,2,2,2,1,2,8,0,0,2,2,1,3,28,,,,,2,
HH000040,HH000040-M01,01,Mendoza,Karen,,Valdez,01,2,28,2,2,,,1,1,1,1,1,1,1,1,6,,,,1,2,,,,,,,,,,,,,,,,,
HH000040,HH000040-M02,02,Mendoza,Miguel,,Mendoza,02,1,22,2,2,,,1,1,1,1,1,1,7,1,3,2,,09,2,2,1,,2,8,5,41,2,2,1,4,,,,,,2,
HH000040,HH000040-M03,03,Mendoza,Luis,,Fernandez,03,1,5,1,,,,1,1,1,1,1,1,,2,1,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000041,HH000041-M01,01,Castro,Noel,,Castillo,01,1,35,2,2,,,2,1,1,1,1,1,7,1,1,,,,2,2,1,,2,10,6,62,2,2,5,7,12,,,,,2,
HH000041,HH000041-M02,02,Castro,Catherine,,Soriano,02,2,34,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,1,,1,10,2,20,2,2,6,,28,,,,,1,1
HH000041,HH000041-M03,03,Castro,Noel,,Aguilar,03,1,15,1,2,,,1,1,1,1,1,1,7,1,2,1,00024014,,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000041,HH000041-M04,04,Castro,Rose,,Santos,04,2,13,3,2,,,1,1,1,1,1,1,,1,1,1,00024012,,,,2,3,,,,,,,,,,,,,,,
HH000041,HH000041-M05,05,Castro,Angelo,,Soriano,03,1,13,1,2,,,1,1,1,1,1,1,,1,2,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000041,HH000041-M06,06,Castro,Sophia,,Mendoza,04,2,13,1,2,,,1,1,1,1,1,1,,1,2,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000041,HH000041-M07,07,Castro,Karen,,Flores,12,2,76,2,2,,1,3,1,3,1,3,1,7,1,1,,,,2,2,2,2,,,,,,,,,,2,99,,,2,
HH000041,HH000041-M08,08,Castro,Leah,,Reyes,12,2,64,2,2,,1,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,8,7,56,2,2,0,3,12,,,,,2,
HH000042,HH000042-M01,01,Mendoza,Rommel,III,Mendoza,01,1,53,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,2,04,1,2,2,
HH000042,HH000042-M02,02,Mendoza,Maria,,Navarro,02,2,55,2,2,,,1,1,1,1,1,1,7,2,3,,,,2,2,2,3,,,,,,,,,,1,,2,1,2,
HH000043,HH000043-M01,01,Domingo,Maria,,Castillo,01,2,26,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,2,7,5,35,2,2,1,2,24,,,,,2,
HH000043,HH000043-M02,02,Domingo,Gabriel,,Navarro,02,1,26,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,5,5,24,2,2,3,,28,,,,,1,1
HH000043,HH000043-M03,03,Domingo,Hanson,Jr.,Cruz,03,1,6,1,,,,1,1,1,1,1,1,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000043,HH000043-M04,04,Domingo,Mark,,Navarro,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000043,HH000043-M05,05,Domingo,Bea,,Santos,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000043,HH000043-M06,06,Domingo,Vincent,Jr.,Aquino,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000043,HH000043-M07,07,Domingo,Mae,,Rivera,12,2,66,5,2,,1,1,1,1,1,2,1,7,1,3,,,,2,2,2,2,,,,,,,,,,2,07,,,2,
HH000044,HH000044-M01,01,Rosales,Jose,,Diaz,01,1,56,2,2,,,1,1,1,1,1,1,7,1,4,,,,2,2,1,,2,8,6,50,2,2,3,,11,,,,,2,
HH000044,HH000044-M02,02,Rosales,Joan,,Santos,02,2,59,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000044,HH000044-M03,03,Rosales,Bea,,Fernandez,04,2,18,2,2,,,1,1,1,1,1,1,7,1,2,2,,08,2,2,1,,1,7,5,35,2,2,3,,20,,,,,2,
HH000044,HH000044-M04,04,Rosales,Rafael,,Aguilar,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000045,HH000045-M01,01,Cabrera,Rafael,Jr.,Garcia,01,1,37,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,6,49,2,2,3,,11,,,,,1,1
HH000045,HH000045-M02,02,Cabrera,Liza,,Castillo,02,2,38,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,2,8,6,46,2,2,3,,,,,,,1,1
HH000045,HH000045-M03,03,Cabrera,Patricia,,Reyes,04,2,3,1,,,,,,,,,,,,,1,00001000,,,,,,,,,,,,,,,,,,,,
HH000045,HH000045-M04,04,Cabrera,Grace,,Valdez,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000045,HH000045-M05,05,Cabrera,Vincent,,Aguilar,11,1,62,2,2,,1,1,1,2,1,1,1,7,1,2,,,,2,2,1,,2,8,6,48,2,2,1,4,,,,,,2,
HH000046,HH000046-M01,01,Padilla,Christian,,Ramos,01,1,25,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,5,40,2,2,3,,,,,,,2,
HH000046,HH000046-M02,02,Padilla,Mae,,Reyes,02,2,20,2,2,,,1,1,1,1,1,1,7,1,6,2,,08,2,2,1,,1,8,5,42,2,2,1,3,,,,,,2,
HH000046,HH000046-M03,03,Padilla,Jerome,,Reyes,03,1,4,1,,,,,,,,,,,,,1,00002000,,,,,,,,,,,,,,,,,,,,
HH000046,HH000046-M04,04,Padilla,Luis,Jr.,Flores,03,1,3,1,,,,,,,,,,,,,2,,14,,,,,,,,,,,,,,,,,,,
HH000046,HH000046-M05,05,Padilla,Joan,,Reyes,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000046,HH000046-M06,06,Padilla,Camille,,Bautista,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000046,HH000046-M07,07,Padilla,Joy,,Fernandez,04,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000047,HH000047-M01,01,Fernandez,Daniel,,Rivera,01,1,37,2,2,,,2,1,2,2,1,2,7,1,5,,,,1,2,2,2,,,,,,,,,,2,10,,,2,
HH000047,HH000047-M02,02,Fernandez,Maria,,Rivera,02,2,35,2,2,,,3,1,1,1,1,1,7,1,6,,,,2,2,1,,3,8,7,56,2,2,1,4,12,,,,,2,
HH000047,HH000047-M03,03,Fernandez,Angela,,Mendoza,04,2,11,1,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000047,HH000047-M04,04,Fernandez,Michelle,,Soriano,04,2,9,1,,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000048,HH000048-M01,01,Rosales,Grace,,Fernandez,01,2,50,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,4,5,20,2,2,5,4,24,,,,,2,
HH000048,HH000048-M02,02,Rosales,Rafael,,Fernandez,02,1,54,2,2,,,1,2,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000048,HH000048-M03,03,Rosales,Ana,,Torres,04,2,23,2,2,,,3,1,1,1,1,1,7,1,6,1,00034012,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000048,HH000048-M04,04,Rosales,Mae,,Cruz,04,2,23,2,2,,,1,1,4,1,2,1,7,1,6,2,,99,2,2,1,,1,7,7,49,1,1,3,,12,,,,,2,
HH000048,HH000048-M05,05,Rosales,Catherine,,Aguilar,04,2,8,1,,,,1,1,1,3,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000048,HH000048-M06,06,Rosales,Jerome,,Aquino,03,1,5,1,,,,1,1,1,1,1,1,,2,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000048,HH000048-M07,07,Rosales,Ana,,Garcia,04,2,3,1,,,,,,,,,,,,,2,,14,,,,,,,,,,,,,,,,,,,
HH000049,HH000049-M01,01,Valdez,Rafael,,Navarro,01,1,31,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,8,6,48,2,2,3,,,,,,,2,
HH000049,HH000049-M02,02,Valdez,Bea,,Lopez,02,2,33,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,1,,3,10,5,52,2,2,0,4,99,,,,,2,
HH000049,HH000049-M03,03,Valdez,Mae,,Cruz,04,2,5,1,,,,1,1,1,1,1,1,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000049,HH000049-M04,04,Valdez,Marco,,Bautista,23,1,51,1,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,12,5,60,2,2,1,4,99,,,,,2,
HH000050,HH000050-M01,01,Reyes,Jose,III,Ramos,01,1,29,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,8,6,50,2,2,1,2,13,,,,,2,
HH000050,HH000050-M02,02,Reyes,Camille,,Aguilar,02,2,32,2,2,,,1,1,1,1,1,1,7,1,7,,,,1,2,1,,3,8,5,40,2,2,3,,,,,,,2,
HH000050,HH000050-M03,03,Reyes,Grace,,Valdez,04,2,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000050,HH000050-M04,04,Reyes,Angelo,Jr.,Santos,03,1,9,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000050,HH000050-M05,05,Reyes,Mark,,Fernandez,03,1,3,1,,,,,,,,,,,,,1,00001000,,,,,,,,,,,,,,,,,,,,
HH000051,HH000051-M01,01,Santos,Noel,III,Valdez,01,1,70,2,2,,1,1,1,4,1,2,1,7,1,1,,,,1,2,1,,1,4,6,25,1,1,3,,32,,,,,2,
HH000052,HH000052-M01,01,Mendoza,Liza,,Lopez,01,2,50,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,8,5,40,1,2,1,2,,,,,,1,1
HH000052,HH000052-M02,02,Mendoza,Nathan,,Diaz,02,1,47,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,2,4,5,19,2,2,1,3,28,,,,,2,
HH000053,HH000053-M01,01,Soriano,Mark,,Flores,01,1,30,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,2,04,1,1,2,
HH000053,HH000053-M02,02,Soriano,Catherine,,Rivera,02,2,26,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,2,4,5,20,1,1,3,,99,,,,,1,1
HH000053,HH000053-M03,03,Soriano,Christian,,Flores,03,1,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000053,HH000053-M04,04,Soriano,John,,Rivera,03,1,9,1,,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000053,HH000053-M05,05,Soriano,Vincent,,Flores,11,1,65,4,2,,1,1,1,1,1,1,2,7,1,1,,,,1,2,1,,1,8,5,40,1,1,6,,,,,,,1,2
HH000054,HH000054-M01,01,Rosales,Rommel,,Fernandez,01,1,54,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,2,10,,,2,
HH000054,HH000054-M02,02,Rosales,Bea,,Diaz,02,2,57,2,2,,,1,1,1,1,1,3,7,1,2,,,,2,2,1,,1,8,6,46,2,2,3,,,,,,,2,
HH000054,HH000054-M03,03,Rosales,Angelo,,Diaz,03,1,14,1,2,,,1,1,1,1,1,1,,1,2,1,00024013,,,,2,2,,,,,,,,,,,,,,,
HH000055,HH000055-M01,01,Rivera,Ella,,Navarro,01,2,44,6,1,2,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,7,5,34,2,2,3,,30,,,,,2,
HH000055,HH000055-M02,02,Rivera,Lance,,Reyes,03,1,15,1,2,,,1,1,3,1,1,1,7,1,2,1,00024014,,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000055,HH000055-M03,03,Rivera,Karen,,Santos,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000056,HH000056-M01,01,Reyes,Miguel,III,Lopez,01,1,34,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,3,,,,,,,,,,1,,1,1,2,
HH000056,HH000056-M02,02,Reyes,Sophia,,Bautista,02,2,36,2,2,,,1,1,1,1,1,1,7,1,4,,,,2,2,2,2,,,,,,,,,,2,10,,,1,2
HH000056,HH000056-M03,03,Reyes,Kristine,,Bautista,04,2,10,1,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000056,HH000056-M04,04,Reyes,Gabriel,Jr.,Navarro,03,1,4,1,,,,,,,,,,,,,1,00002000,,,,,,,,,,,,,,,,,,,,
HH000056,HH000056-M05,05,Reyes,Hanson,,Valdez,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000057,HH000057-M01,01,Ramos,Marco,,Rivera,01,1,28,2,2,,,1,1,3,1,1,1,7,1,3,,,,2,2,1,,1,6,5,28,1,1,3,,30,,,,,2,
HH000057,HH000057-M02,02,Ramos,Karen,,Flores,02,2,28,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,1,1,,1,10,5,50,1,2,1,1,11,,,,,2,
HH000057,HH000057-M03,03,Ramos,Nicole,,Diaz,04,2,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000057,HH000057-M04,04,Ramos,Rafael,,Reyes,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000058,HH000058-M01,01,Aquino,Rafael,III,Torres,01,1,26,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,2,1,3,10,0,0,2,2,1,3,11,,,,,1,1
HH000058,HH000058-M02,02,Aquino,Rose,,Aquino,02,2,21,2,2,,,1,1,1,1,1,1,7,1,6,2,,15,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000058,HH000058-M03,03,Aquino,Juan,,Santos,03,1,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000058,HH000058-M04,04,Aquino,Angelo,,Diaz,03,1,4,1,,,,,,,,,,,,,1,00002000,,,,,,,,,,,,,,,,,,,,
HH000058,HH000058-M05,05,Aquino,Jerome,,Bautista,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000059,HH000059-M01,01,Padilla,Camille,,Mendoza,01,2,48,5,1,2,,2,1,1,1,1,1,7,1,3,,,,2,2,1,,1,10,7,70,2,2,1,6,14,,,,,2,
HH000059,HH000059-M02,02,Padilla,John,,Flores,03,1,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000059,HH000059-M03,03,Padilla,Grace,,Aquino,04,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000060,HH000060-M01,01,Valdez,Andrea,,Navarro,01,2,40,2,2,,,1,1,1,1,1,1,7,1,6,,,,1,2,1,,3,8,3,23,2,2,0,1,22,,,,,1,2
HH000060,HH000060-M02,02,Valdez,Joshua,,Navarro,02,1,44,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,8,4,31,1,2,3,,28,,,,,1,1
HH000060,HH000060-M03,03,Valdez,Hanson,,Valdez,03,1,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000060,HH000060-M04,04,Valdez,Karen,,Bautista,04,2,11,1,2,,,1,1,1,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000060,HH000060-M05,05,Valdez,Vincent,Jr.,Santos,03,1,10,1,2,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000061,HH000061-M01,01,Soriano,Camille,,Soriano,01,2,56,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000061,HH000061-M02,02,Soriano,Lance,,Soriano,02,1,58,2,2,,,1,2,1,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,2,04,2,2,2,
HH000061,HH000061-M03,03,Soriano,Gabriel,,Torres,03,1,15,1,2,,,1,1,1,1,1,1,7,1,2,1,00024014,,2,1,2,2,,,,,,,,,,2,01,2,1,2,
HH000061,HH000061-M04,04,Soriano,Patricia,,Aquino,04,2,10,1,2,,,1,1,1,1,1,1,,1,1,2,,02,,,2,2,,,,,,,,,,,,,,,
HH000061,HH000061-M05,05,Soriano,Daniel,Jr.,Fernandez,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000062,HH000062-M01,01,Flores,Luis,,Mendoza,01,1,41,2,2,,,1,2,1,1,1,4,7,1,2,,,,2,2,1,,1,8,3,24,2,2,1,4,24,,,,,2,
HH000062,HH000062-M02,02,Flores,Andrea,,Mendoza,02,2,39,2,2,,,1,1,1,1,1,2,7,1,3,,,,2,2,1,,1,12,5,59,2,2,3,,11,,,,,2,
HH000062,HH000062-M03,03,Flores,Kristine,,Aguilar,04,2,14,1,2,,,1,1,1,1,1,1,,1,2,1,00024013,,,,2,2,,,,,,,,,,,,,,,
HH000063,HH000063-M01,01,Castro,Jerome,,Soriano,01,1,45,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,7,5,35,2,2,1,2,31,,,,,2,
HH000063,HH000063-M02,02,Castro,Michelle,,Valdez,02,2,50,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,2,8,6,48,2,2,1,3,,,,,,2,
HH000063,HH000063-M03,03,Castro,Joy,,Garcia,04,2,13,1,2,,,1,1,1,1,1,1,,1,2,1,00024012,,,,1,,1,4,1,4,,,6,,,,,,,,
HH000063,HH000063-M04,04,Castro,Catherine,,Castillo,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000063,HH000063-M05,05,Castro,Camille,,Fernandez,23,2,32,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,1,,2,1,2,
HH000064,HH000064-M01,01,Dela Cruz,Paolo,,Garcia,01,1,58,2,2,,,1,1,1,1,1,1,7,1,3,,,,1,2,1,,3,9,7,63,2,2,5,3,13,,,,,2,
HH000064,HH000064-M02,02,Dela Cruz,Angela,,Domingo,02,2,60,2,2,,1,1,2,1,2,1,1,7,1,2,,,,1,1,1,,1,5,4,21,2,2,3,,28,,,,,2,
HH000064,HH000064-M03,03,Dela Cruz,Juan,,Castillo,03,1,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000065,HH000065-M01,01,Torres,Christian,,Valdez,01,1,38,2,2,,,1,1,1,2,1,1,7,1,6,,,,2,2,1,,1,12,5,60,2,2,6,,14,,,,,2,
HH000065,HH000065-M02,02,Torres,Jasmine,,Valdez,02,2,42,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,2,8,7,55,2,2,2,3,12,,,,,2,
HH000066,HH000066-M01,01,Domingo,Joshua,,Garcia,01,1,40,2,2,,,3,1,1,1,1,1,7,1,5,,,,2,2,1,,3,9,2,18,1,2,3,,20,,,,,2,
HH000066,HH000066-M02,02,Domingo,Sophia,,Valdez,02,2,38,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,2,8,5,38,2,2,1,3,20,,,,,2,
HH000066,HH000066-M03,03,Domingo,Hanson,,Reyes,03,1,7,1,,,,1,1,2,1,1,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
HH000067,HH000067-M01,01,Garcia,Christian,,Castillo,01,1,51,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,6,5,30,2,2,3,,22,,,,,2,
HH000067,HH000067-M02,02,Garcia,Kristine,,Domingo,02,2,52,2,2,,,1,1,1,1,1,1,1,1,3,,,,2,2,,,,,,,,,,,,,,,,,
